馬名,全体過去平均着順,前走着順,出走回数,前走脚質_num,前走上がり3F,過去平均上がり3F
ドラマツルギー,10.375,8.0,9,4.0,35.0,8.75
ドラミモン,9.5,16.0,7,4.0,0.0,0.0
ドラムメジャー,7.0,2.0,3,4.0,35.0,35.0
ドラムライム,10.0,10.0,2,4.0,0.0,0.0
ドラリズム,5.25,4.0,5,4.0,35.0,35.0
ドランクマン,8.2,2.0,11,4.0,35.0,7.0
ドリアード,8.0,8.0,2,4.0,0.0,0.0
ドリフトウッド,11.2,9.0,6,4.0,0.0,0.0
ドリーマーズ,7.0,5.0,6,4.0,35.0,14.0
ドリーミングアップ,5.0,4.0,20,4.0,35.0,9.210526315789474
ドリーミンマン,8.0,8.0,1,4.0,35.0,35.0
ドリーミーガール,13.666666666666666,13.0,4,4.0,0.0,0.0
ドリームアンコール,11.25,4.0,5,4.0,35.0,8.75
ドリームオン,11.0,11.0,2,4.0,0.0,0.0
ドリームガッサン,7.0,6.0,7,4.0,35.0,23.333333333333332
ドリームキャリー,5.333333333333333,4.0,4,4.0,35.0,35.0
ドリームクルーズ,6.2105263157894735,8.0,20,4.0,35.0,3.6842105263157894
ドリームコア,1.5,1.0,5,4.0,35.0,26.25
ドリームゴーズオン,12.0,8.0,3,4.0,35.0,35.0
ドリームジャック,11.4,13.0,6,4.0,35.0,7.0
ドリームスマッシュ,10.0,10.0,2,4.0,0.0,0.0
ドリームチェイサー,15.0,15.0,2,4.0,0.0,0.0
ドリームハーモニー,13.666666666666666,11.0,4,4.0,35.0,35.0
ドリームパンジャ,9.0,12.0,7,4.0,35.0,5.833333333333333
ドリームプレミア,9.0,9.0,2,4.0,35.0,35.0
ドリームライク,14.0,14.0,3,4.0,0.0,0.0
ドルチアーリア,9.75,13.0,5,4.0,0.0,0.0
ドルチェミスト,6.8,12.0,6,4.0,35.0,21.0
ドルチェモア,14.4,16.0,6,4.0,0.0,0.0
ドルチェリターン,5.625,3.0,17,4.0,35.0,21.875
ドルチェルナ,7.75,5.0,5,4.0,0.0,0.0
ドルドーニュ,16.0,16.0,2,4.0,0.0,0.0
ドルビナ,6.111111111111111,9.0,10,4.0,35.0,23.333333333333332
ドルフィンスクエア,9.0,18.0,5,4.0,0.0,0.0
ドルフィンスルー,3.0,7.0,5,4.0,0.0,0.0
ドルフィンリング,8.0,8.0,1,4.0,35.0,35.0
ドルマバフチェ,5.0,8.0,6,4.0,35.0,14.0
ドルンレースツェン,8.0,8.0,1,4.0,35.0,35.0
ドルーリー,13.0,13.0,2,4.0,0.0,0.0
ドレアンティア,5.25,10.0,5,4.0,35.0,8.75
ドレシャス,7.2,8.0,6,4.0,0.0,0.0
ドレスウェル,14.0,13.0,4,4.0,0.0,0.0
ドレッシーナイト,8.0,8.0,1,4.0,35.0,35.0
ドレッド,9.285714285714286,4.0,8,4.0,0.0,0.0
ドレドレ,6.75,6.0,5,4.0,35.0,26.25
ドレフォンエンゼル,8.0,8.0,1,4.0,35.0,35.0
ドレミファニー,7.444444444444445,12.0,10,4.0,0.0,0.0
ドロップオブライト,6.466666666666667,10.0,16,4.0,35.0,18.666666666666668
ドロップオブレイ,8.5,7.0,3,4.0,35.0,35.0
ドロボーネコ,12.0,11.0,3,4.0,35.0,17.5
ドロワ,10.0,10.0,2,4.0,35.0,35.0
ドローイング,8.0,8.0,1,4.0,35.0,35.0
ドンアチェカ,8.333333333333334,9.0,16,4.0,35.0,16.333333333333332
ドンアポロン,9.5,13.0,5,4.0,35.0,8.75
ドンアミティエ,4.555555555555555,1.0,10,4.0,35.0,11.666666666666666
ドンアルゴス,8.0,8.0,1,4.0,35.0,35.0
ドンアレス,9.181818181818182,7.0,12,4.0,35.0,3.1818181818181817
ドンインザムード,2.75,2.0,9,4.0,35.0,17.5
ドンエレクトス,3.5,2.0,9,4.0,35.0,35.0
ドンカルロ,10.0,9.0,4,4.0,35.0,11.666666666666666
ドンクロノス,8.333333333333334,12.0,4,4.0,0.0,0.0
ドングラミ,14.5,15.0,5,4.0,35.0,8.75
ドンタカーミ,12.25,9.0,5,4.0,0.0,0.0
ドンテスタマスター,3.3333333333333335,3.0,4,4.0,35.0,35.0
ドンデンガエシ,9.5,11.0,3,4.0,0.0,0.0
ドントゥザムーン,4.75,4.0,9,4.0,35.0,13.125
ドントゥール,7.0,10.0,4,4.0,35.0,35.0
ドントレットゴー,8.285714285714286,2.0,8,4.0,0.0,0.0
ドンパッショーネ,5.7,2.0,11,4.0,35.0,24.5
ドンファーラウェイ,8.8,10.0,6,4.0,35.0,35.0
ドンフランキー,9.0,9.0,2,4.0,0.0,0.0
ドンラプス,13.0,13.0,2,4.0,35.0,35.0
ドンレパルス,3.933333333333333,4.0,16,4.0,35.0,11.666666666666666
ドンレミラピュセル,8.0,8.0,1,4.0,35.0,35.0
ドヴィーグラン,4.0,4.0,2,4.0,35.0,35.0
ドヴォルザーク,12.0,12.0,2,4.0,0.0,0.0
ドーギッド,6.416666666666667,6.0,13,4.0,35.0,20.416666666666668
ドーサンドーサン,9.0,9.0,5,4.0,35.0,17.5
ドーバーイーグル,8.0,8.0,1,4.0,35.0,35.0
ドーバーブライト,3.0833333333333335,1.0,13,4.0,35.0,8.75
ドーバーホーク,8.294117647058824,3.0,18,4.0,35.0,10.294117647058824
ドーブネ,12.333333333333334,2.0,4,4.0,0.0,0.0
ドールズ,18.0,18.0,2,4.0,35.0,35.0
ドーンコスモ,9.333333333333334,11.0,4,4.0,0.0,0.0
ドーンコーラス,5.444444444444445,9.0,10,4.0,35.0,7.777777777777778
ドーヴィル,8.0,8.0,1,4.0,35.0,35.0
ナイスガイ,14.0,14.0,3,4.0,35.0,17.5
ナイスデスネ,8.0,8.0,1,4.0,35.0,35.0
ナイスプレーアスク,4.25,1.0,5,4.0,35.0,35.0
ナイトアウェイ,10.5,13.0,5,4.0,0.0,0.0
ナイトアクアリウム,4.714285714285714,3.0,15,4.0,35.0,12.5
ナイトインロンドン,6.266666666666667,6.0,16,4.0,35.0,7.0
ナイトエラント,17.0,17.0,2,4.0,35.0,35.0
ナイトキャッスル,15.0,15.0,2,4.0,0.0,0.0
ナイトクラウン,8.333333333333334,10.0,4,4.0,0.0,0.0
ナイトスピアー,6.0,1.0,8,4.0,35.0,15.0
ナイトスラッガー,5.0,3.0,20,4.0,35.0,14.736842105263158
ナイトダンサー,8.8,5.0,11,4.0,35.0,7.0
ナイトバード,6.5,7.0,5,4.0,35.0,35.0
ナイトプラネット,11.0,10.0,3,4.0,0.0,0.0
ナイママ,10.714285714285714,11.0,8,4.0,0.0,0.0
ナインオブレター,5.666666666666667,12.0,13,4.0,35.0,20.416666666666668
ナインストーンズ,10.333333333333334,13.0,4,4.0,0.0,0.0
ナインダーツ,14.666666666666666,16.0,4,4.0,35.0,11.666666666666666
ナウウィアートール,12.0,12.0,3,4.0,35.0,17.5
ナウオアネヴァー,5.5,8.0,11,4.0,35.0,35.0
ナウズザタイム,9.0,11.0,8,4.0,0.0,0.0
ナオミガイチバン,8.0,8.0,1,4.0,35.0,35.0
ナオミニオールイン,6.5,11.0,3,4.0,35.0,35.0
ナオミニデレデレヤ,9.0,9.0,2,4.0,0.0,0.0
ナオミライトニング,7.25,14.0,5,4.0,35.0,26.25
ナカラギ,15.0,15.0,2,4.0,35.0,35.0
ナギサ,8.0,8.0,1,4.0,35.0,35.0
ナギサノバルコニー,6.8,9.0,6,4.0,0.0,0.0
ナクソス,6.0,1.0,4,4.0,35.0,23.333333333333332
ナクライト,4.333333333333333,8.0,7,4.0,35.0,5.833333333333333
ナグルファル,7.5,9.0,7,4.0,35.0,23.333333333333332
ナゲットモンスター,7.5,10.0,9,4.0,35.0,13.125
ナサ,8.0,8.0,1,4.0,35.0,35.0
ナスカラインズ,8.0,8.0,1,4.0,35.0,35.0
ナスティウェザー,6.0,6.0,7,4.0,0.0,0.0
ナスノカンゲツ,7.4375,5.0,17,4.0,35.0,17.5
ナスノソナタ,10.5,10.0,5,4.0,35.0,17.5
ナズドゥラヴィ,8.0,8.0,1,4.0,35.0,35.0
ナタリア,7.0,7.0,2,4.0,35.0,35.0
ナタール,8.0,9.0,3,4.0,0.0,0.0
ナダッコ,12.5,12.0,3,4.0,35.0,35.0
ナチュラルハイ,6.583333333333333,14.0,13,4.0,35.0,2.9166666666666665
ナチュラルライズ,1.0,1.0,3,4.0,0.0,0.0
ナチュラルリバー,6.6875,6.0,17,4.0,35.0,8.75
ナッカーフェイス,6.428571428571429,7.0,15,4.0,35.0,15.0
ナックアテナ,7.666666666666667,12.0,7,4.0,0.0,0.0
ナックイルシーブ,7.071428571428571,13.0,15,4.0,35.0,2.5
ナックエルドラド,7.0,1.0,10,4.0,35.0,23.333333333333332
ナックオリオン,6.705882352941177,4.0,18,4.0,35.0,8.235294117647058
ナックカイザー,12.666666666666666,16.0,4,4.0,0.0,0.0
ナックキャンドル,8.0,8.0,1,4.0,35.0,35.0
ナックグランデ,13.0,13.0,3,4.0,0.0,0.0
ナックシュバリエ,8.555555555555555,12.0,10,4.0,35.0,7.777777777777778
ナックジュピター,16.0,16.0,2,4.0,0.0,0.0
ナックステート,13.0,13.0,2,4.0,0.0,0.0
ナックスプレンダー,2.3333333333333335,2.0,4,4.0,35.0,35.0
ナックセシリア,13.0,13.0,2,4.0,35.0,35.0
ナックダンス,8.846153846153847,15.0,14,4.0,35.0,2.6923076923076925
ナックトライアンフ,8.272727272727273,8.0,12,4.0,35.0,9.545454545454545
ナックドロップス,7.0,13.0,6,4.0,0.0,0.0
ナックブリーズ,8.0,8.0,1,4.0,35.0,35.0
ナックブレイブ,10.7,12.0,11,4.0,0.0,0.0
ナックホワイト,5.142857142857143,5.0,8,4.0,35.0,25.0
ナックメテオ,11.0,11.0,2,4.0,0.0,0.0
ナックレインボー,12.0,12.0,3,4.0,0.0,0.0
ナッシングベター,8.2,13.0,6,4.0,0.0,0.0
ナツイロノオトメ,15.0,15.0,2,4.0,0.0,0.0
ナツノオジョウサマ,9.333333333333334,11.0,4,4.0,35.0,35.0
ナツリュウオー,10.4,9.0,6,4.0,0.0,0.0
ナディア,6.666666666666667,7.0,4,4.0,35.0,35.0
ナデシコ,9.333333333333334,10.0,4,4.0,35.0,11.666666666666666
ナデシコザクラ,8.4,12.0,6,4.0,35.0,35.0
ナデナデ,7.4,10.0,6,4.0,0.0,0.0
ナナイロノユメ,11.5,7.0,3,4.0,0.0,0.0
ナナオ,7.5,13.0,11,4.0,35.0,17.5
ナナン,8.0,8.0,1,4.0,35.0,35.0
ナハトナナレオン,5.6,1.0,6,4.0,35.0,21.0
ナバロン,9.4,6.0,6,4.0,0.0,0.0
ナファロア,8.307692307692308,10.0,14,4.0,35.0,8.076923076923077
ナフセッド,12.0,12.0,2,4.0,0.0,0.0
ナブッコ,6.714285714285714,6.0,8,4.0,35.0,30.0
ナミダノキス,5.0,5.0,2,4.0,0.0,0.0
ナミブ,8.0,8.0,1,4.0,35.0,35.0
ナミュール,5.0,2.0,3,4.0,0.0,0.0
ナムアミダブツ,8.416666666666666,11.0,13,4.0,35.0,8.75
ナムラアトム,5.2,10.0,16,4.0,35.0,14.0
ナムラアニカ,13.0,14.0,3,4.0,0.0,0.0
ナムライリス,7.533333333333333,5.0,16,4.0,35.0,11.666666666666666
ナムラエイハブ,4.625,8.0,17,4.0,35.0,15.3125
ナムラエデン,6.6,7.0,11,4.0,35.0,3.5
ナムラエミー,9.5,7.0,3,4.0,35.0,17.5
ナムラエン,13.5,14.0,3,4.0,35.0,35.0
ナムラオットー,6.857142857142857,4.0,8,4.0,35.0,30.0
ナムラオリガミ,5.25,2.0,5,4.0,35.0,35.0
ナムラオルトロス,15.0,17.0,3,4.0,0.0,0.0
ナムラオーレ,12.0,14.0,3,4.0,35.0,35.0
ナムラカミカゼ,11.2,8.0,6,4.0,35.0,7.0
ナムラカメジロー,6.7272727272727275,7.0,12,4.0,0.0,0.0
ナムラキングダム,9.0,9.0,2,4.0,35.0,35.0
ナムラクララ,4.909090909090909,8.0,12,4.0,35.0,19.09090909090909
ナムラクレア,3.5555555555555554,2.0,10,4.0,35.0,11.666666666666666
ナムラクレープ,10.142857142857142,6.0,8,4.0,35.0,15.0
ナムラコスモス,2.3333333333333335,2.0,7,4.0,35.0,35.0
ナムラコハル,8.0,8.0,1,4.0,35.0,35.0
ナムラシベラ,7.285714285714286,14.0,15,4.0,0.0,0.0
ナムラシンジロー,9.571428571428571,8.0,8,4.0,35.0,20.0
ナムラジミー,6.545454545454546,7.0,12,4.0,35.0,25.454545454545453
ナムラジョコ,13.0,13.0,2,4.0,0.0,0.0
ナムラスカー,11.6,3.0,6,4.0,0.0,0.0
ナムラステラ,9.4,4.0,6,4.0,35.0,21.0
ナムラスワガー,8.0,9.0,3,4.0,0.0,0.0
ナムラソラン,8.714285714285714,11.0,8,4.0,35.0,35.0
ナムラダリア,4.0,7.0,3,4.0,35.0,35.0
ナムラダリル,8.0,8.0,1,4.0,35.0,35.0
ナムラティアラ,8.4,7.0,6,4.0,35.0,35.0
ナムラテディー,9.375,7.0,9,4.0,0.0,0.0
ナムラトレビアン,8.0,8.0,1,4.0,35.0,35.0
ナムラトロム,6.0625,4.0,17,4.0,35.0,8.75
ナムラドロン,9.0,8.0,3,4.0,35.0,35.0
ナムラドーギー,6.8,7.0,16,4.0,35.0,11.666666666666666
ナムラハリス,5.333333333333333,6.0,4,4.0,35.0,35.0
ナムラハンナ,10.5,12.0,3,4.0,35.0,35.0
ナムラバンチー,9.666666666666666,7.0,7,4.0,0.0,0.0
ナムラパピ,13.0,16.0,4,4.0,35.0,23.333333333333332
ナムラパール,16.5,16.0,3,4.0,35.0,35.0
ナムラヒナギク,4.75,6.0,9,4.0,35.0,35.0
ナムラビオラ,6.0,6.0,2,4.0,0.0,0.0
ナムラピノコ,8.0,6.0,3,4.0,0.0,0.0
ナムラフィクサー,10.0,13.0,6,4.0,35.0,28.0
ナムラフッカー,5.722222222222222,9.0,19,4.0,35.0,15.555555555555555
ナムラフランク,5.466666666666667,11.0,16,4.0,35.0,18.666666666666668
ナムラブリジット,9.0,9.0,2,4.0,0.0,0.0
ナムラブルータス,8.5,12.0,3,4.0,35.0,17.5
ナムラブーニン,6.368421052631579,2.0,20,4.0,35.0,16.57894736842105
ナムラベティ,14.0,14.0,2,4.0,0.0,0.0
ナムラベロニカ,15.0,15.0,2,4.0,0.0,0.0
ナムラペルル,6.833333333333333,16.0,13,4.0,35.0,11.666666666666666
ナムラマイケル,8.0,10.0,7,4.0,0.0,0.0
ナムラマフィン,13.5,13.0,3,4.0,35.0,35.0
ナムラマーヤ,16.0,16.0,2,4.0,0.0,0.0
ナムラミック,10.714285714285714,7.0,8,4.0,0.0,0.0
ナムラモナ,10.5,14.0,3,4.0,0.0,0.0
ナムラモモ,5.875,4.0,9,4.0,35.0,30.625
ナムラライラック,8.333333333333334,9.0,7,4.0,35.0,35.0
ナムララジベラ,7.071428571428571,8.0,15,4.0,35.0,7.5
ナムラリアン,10.5,13.0,3,4.0,0.0,0.0
ナムラリーナ,4.4,3.0,11,4.0,0.0,0.0
ナムラルッコラ,9.071428571428571,13.0,15,4.0,35.0,22.5
ナムラルナ,9.0,9.0,2,4.0,0.0,0.0
ナムラレイ,7.0,7.0,2,4.0,0.0,0.0
ナムラロダン,4.166666666666667,3.0,7,4.0,35.0,35.0
ナムラロビン,8.0,8.0,1,4.0,35.0,35.0
ナムラローズマリー,4.5625,7.0,17,4.0,35.0,13.125
ナムラローラ,13.25,16.0,5,4.0,35.0,35.0
ナムラヴンダー,4.333333333333333,3.0,7,4.0,35.0,35.0
ナユタ,8.0,8.0,1,4.0,35.0,35.0
ナリタアーマー,3.0,4.0,4,4.0,35.0,35.0
ナリタエスペランサ,3.25,1.0,5,4.0,35.0,35.0
ナリタザクラ,10.8,9.0,6,4.0,0.0,0.0
ナリタセレーノ,7.285714285714286,8.0,8,4.0,0.0,0.0
ナリタヒカリ,5.785714285714286,9.0,15,4.0,35.0,17.5
ナリタフォルテ,11.6,13.0,6,4.0,35.0,14.0
ナリタボニー,9.0,9.0,7,4.0,35.0,23.333333333333332
ナリタマフディー,7.777777777777778,8.0,10,4.0,0.0,0.0
ナリタローゼ,5.666666666666667,5.0,10,4.0,0.0,0.0
ナリタヴィクトリー,10.666666666666666,1.0,4,4.0,0.0,0.0
ナリノイングリッド,5.0,4.0,5,4.0,0.0,0.0
ナリノエンブレム,10.666666666666666,11.0,7,4.0,35.0,17.5
ナリノシャーウッド,8.0,15.0,3,4.0,35.0,35.0
ナリノボガート,8.818181818181818,10.0,12,4.0,35.0,3.1818181818181817
ナリノモンターニュ,4.75,3.0,9,4.0,35.0,17.5
ナルカミ,2.5,7.0,5,4.0,35.0,17.5
ナルキッソス,6.333333333333333,11.0,4,4.0,35.0,35.0
ナルサー,6.4,6.0,6,4.0,35.0,14.0
ナンゴクトップガン,12.333333333333334,11.0,4,4.0,0.0,0.0
ナンゴクモンジュー,13.0,10.0,3,4.0,35.0,35.0
ナンシヨウト,6.5,11.0,3,4.0,0.0,0.0
ナンテヒダ,9.0,7.0,5,4.0,35.0,35.0
ナンデフェスティヴ,11.25,14.0,5,4.0,0.0,0.0
ナントカナルニャ,5.0,5.0,2,4.0,0.0,0.0
ナンナンプー,5.761904761904762,3.0,22,4.0,35.0,11.666666666666666
ナンヨーアイボリー,8.0,8.0,1,4.0,35.0,35.0
ナンヨーアゼリア,10.11111111111111,10.0,10,4.0,0.0,0.0
ナンヨーウイング,9.833333333333334,5.0,7,4.0,0.0,0.0
ナンヨーエンペラー,3.6666666666666665,4.0,7,4.0,0.0,0.0
ナンヨークリスタル,6.470588235294118,9.0,18,4.0,35.0,16.470588235294116
ナンヨーシュート,13.0,13.0,3,4.0,0.0,0.0
ナンヨーノサラ,12.333333333333334,16.0,7,4.0,0.0,0.0
ナンヨーノーマル,8.0,8.0,1,4.0,35.0,35.0
ナンヨーパワフル,3.3333333333333335,4.0,4,4.0,35.0,35.0
ナンヨービッグ,16.5,18.0,3,4.0,0.0,0.0
ナンヨープランタン,9.0,9.0,3,4.0,0.0,0.0
ナンヨーメルシー,14.0,14.0,2,4.0,0.0,0.0
ナンヨーラーク,6.5,7.0,3,4.0,0.0,0.0
ナンヨーリクエスト,12.333333333333334,15.0,4,4.0,35.0,35.0
ナンヨーレギュラー,12.0,18.0,4,4.0,0.0,0.0
ナンヨーロイヤル,10.5,10.0,5,4.0,35.0,35.0
ナンヨーヴィヨレ,8.666666666666666,10.0,7,4.0,0.0,0.0
ナヴァラトゥナ,5.0,2.0,7,4.0,0.0,0.0
ナヴィガトーレ,8.0,8.0,1,4.0,35.0,35.0
ナヴォーナ,6.571428571428571,6.0,8,4.0,35.0,10.0
ニエキヤ,10.0,10.0,2,4.0,0.0,0.0
ニキータ,15.0,15.0,2,4.0,35.0,35.0
ニケフェリーチェ,12.125,11.0,9,4.0,35.0,26.25
ニコ,9.5,6.0,7,4.0,0.0,0.0
ニコラウス,7.166666666666667,14.0,13,4.0,35.0,2.9166666666666665
ニシカラキタユウマ,8.0,8.0,1,4.0,35.0,35.0
ニシキギミッチー,4.2,4.0,11,4.0,35.0,10.5
ニシノアウェイク,6.5,9.0,13,4.0,0.0,0.0
ニシノアオニヨシ,8.0,8.0,1,4.0,35.0,35.0
ニシノアヤカゼ,7.916666666666667,4.0,13,4.0,35.0,5.833333333333333
ニシノイカルガ,11.0,15.0,3,4.0,0.0,0.0
ニシノイストワール,6.333333333333333,11.0,7,4.0,35.0,11.666666666666666
ニシノイッキサス,12.0,9.0,4,4.0,35.0,11.666666666666666
ニシノイツキムスメ,5.7272727272727275,10.0,12,4.0,35.0,28.636363636363637
ニシノインヴィクタ,6.75,11.0,17,4.0,35.0,10.9375
ニシノイーグレット,9.5,11.0,3,4.0,35.0,35.0
ニシノウインド,12.0,12.0,2,4.0,0.0,0.0
ニシノエビガタメ,7.75,7.0,5,4.0,35.0,35.0
ニシノエピカリ,6.0,10.0,11,4.0,35.0,10.5
ニシノエンデヴァー,11.5,12.0,3,4.0,35.0,17.5
ニシノエージェント,8.375,14.0,9,4.0,35.0,13.125
ニシノエースサマ,4.666666666666667,4.0,7,4.0,35.0,17.5
ニシノエール,8.0,8.0,1,4.0,35.0,35.0
ニシノオウジョ,11.0,11.0,2,4.0,0.0,0.0
ニシノオトムスメ,9.0,9.0,2,4.0,0.0,0.0
ニシノオンリーワン,12.0,12.0,2,4.0,0.0,0.0
ニシノオーシャン,12.333333333333334,14.0,4,4.0,0.0,0.0
ニシノオーブ,9.0,9.0,4,4.0,0.0,0.0
ニシノオールワン,9.0,9.0,4,4.0,35.0,11.666666666666666
ニシノカクテル,11.666666666666666,17.0,4,4.0,0.0,0.0
ニシノカシミヤ,7.166666666666667,7.0,7,4.0,0.0,0.0
ニシノカスガイ,10.25,13.0,5,4.0,35.0,8.75
ニシノカルラ,8.166666666666666,15.0,7,4.0,35.0,11.666666666666666
ニシノカーロ,14.5,15.0,3,4.0,35.0,35.0
ニシノガウェイン,11.666666666666666,14.0,4,4.0,0.0,0.0
ニシノガランテ,13.0,14.0,3,4.0,0.0,0.0
ニシノガンリキ,9.5,11.0,5,4.0,0.0,0.0
ニシノキヨハ,9.333333333333334,10.0,4,4.0,0.0,0.0
ニシノキンツバ,9.0,9.0,2,4.0,35.0,35.0
ニシノギブソン,11.0,7.0,4,4.0,35.0,11.666666666666666
ニシノギャルズ,9.333333333333334,4.0,4,4.0,35.0,23.333333333333332
ニシノクラウン,10.818181818181818,16.0,12,4.0,35.0,3.1818181818181817
ニシノクレシダ,12.0,12.0,2,4.0,0.0,0.0
ニシノクードクール,6.375,14.0,17,4.0,35.0,10.9375
ニシノグラシアス,8.0,8.0,2,4.0,0.0,0.0
ニシノケンタマン,5.785714285714286,2.0,15,4.0,35.0,10.0
ニシノゲッパク,7.4,5.0,6,4.0,35.0,21.0
ニシノゲルマニウム,10.0,10.0,2,4.0,0.0,0.0
ニシノコイゴコロ,7.777777777777778,8.0,10,4.0,0.0,0.0
ニシノコイネガイ,10.0,12.0,3,4.0,0.0,0.0
ニシノコイブミ,4.555555555555555,8.0,10,4.0,0.0,0.0
ニシノコウダイ,6.2,5.0,16,4.0,35.0,9.333333333333334
ニシノコウフク,5.166666666666667,10.0,13,4.0,35.0,5.833333333333333
ニシノココ,12.6,7.0,6,4.0,0.0,0.0
ニシノコニャック,6.583333333333333,11.0,13,4.0,35.0,5.833333333333333
ニシノコヌカアメ,12.0,12.0,2,4.0,0.0,0.0
ニシノコハルビヨリ,11.666666666666666,11.0,4,4.0,35.0,11.666666666666666
ニシノコマチムスメ,8.722222222222221,6.0,19,4.0,35.0,13.61111111111111
ニシノコルベット,3.0,1.0,3,4.0,0.0,0.0
ニシノゴージャス,13.0,12.0,3,4.0,0.0,0.0
ニシノサイエン,6.4,9.0,6,4.0,0.0,0.0
ニシノサヨシグレ,8.0,8.0,1,4.0,35.0,35.0
ニシノサリーナ,8.0,1.0,3,4.0,35.0,35.0
ニシノサンストーン,8.75,5.0,5,4.0,0.0,0.0
ニシノザイホウ,7.818181818181818,8.0,12,4.0,0.0,0.0
ニシノシャミナード,4.583333333333333,4.0,13,4.0,0.0,0.0
ニシノシャルム,9.2,9.0,6,4.0,35.0,21.0
ニシノシンク,8.0,8.0,1,4.0,35.0,35.0
ニシノシークレット,9.25,7.0,5,4.0,0.0,0.0
ニシノジェダイ,4.6,3.0,11,4.0,35.0,21.0
ニシノジョバンニ,11.0,11.0,2,4.0,0.0,0.0
ニシノジーク,6.545454545454546,14.0,12,4.0,35.0,6.363636363636363
ニシノステディミキ,15.0,14.0,4,4.0,35.0,23.333333333333332
ニシノスピカ,5.666666666666667,3.0,16,4.0,35.0,2.3333333333333335
ニシノスフィンクス,6.0,6.0,2,4.0,0.0,0.0
ニシノスーベニア,7.444444444444445,11.0,10,4.0,35.0,7.777777777777778
ニシノセイエス,10.0,14.0,4,4.0,35.0,11.666666666666666
ニシノセイドウ,6.4,7.0,6,4.0,35.0,35.0
ニシノタカラジマ,13.0,13.0,2,4.0,0.0,0.0
ニシノタチアナ,6.25,12.0,5,4.0,35.0,17.5
ニシノタマユラ,9.0,9.0,5,4.0,0.0,0.0
ニシノタンギー,8.714285714285714,13.0,15,4.0,35.0,5.0
ニシノツネオ,11.0,11.0,2,4.0,35.0,35.0
ニシノティアモ,2.7,1.0,11,4.0,0.0,0.0
ニシノティターニア,15.0,15.0,3,4.0,35.0,17.5
ニシノテュケ,16.0,16.0,2,4.0,35.0,35.0
ニシノデイジー,2.6666666666666665,1.0,4,4.0,0.0,0.0
ニシノデスティーノ,10.666666666666666,9.0,4,4.0,0.0,0.0
ニシノデフィレ,10.5,10.0,3,4.0,0.0,0.0
ニシノトキメキ,9.142857142857142,9.0,8,4.0,0.0,0.0
ニシノトップダノン,8.0,8.0,1,4.0,35.0,35.0
ニシノトマラナイ,7.8,9.0,6,4.0,35.0,35.0
ニシノトリビュート,8.5,9.0,3,4.0,35.0,35.0
ニシノトレンディー,15.5,15.0,3,4.0,0.0,0.0
ニシノドロシー,14.0,15.0,3,4.0,0.0,0.0
ニシノナスタチウム,11.5,10.0,3,4.0,35.0,17.5
ニシノネガイ,10.0,10.0,2,4.0,35.0,35.0
ニシノネライウチ,16.0,16.0,2,4.0,0.0,0.0
ニシノハナビ,14.0,14.0,2,4.0,0.0,0.0
ニシノバリキング,16.0,16.0,3,4.0,35.0,35.0
ニシノパプルブリリ,6.5,7.0,13,4.0,35.0,11.666666666666666
ニシノヒナアラレ,8.545454545454545,1.0,12,4.0,35.0,6.363636363636363
ニシノヒノトリ,4.0,4.0,6,4.0,35.0,35.0
ニシノヒミチュ,10.0,12.0,9,4.0,35.0,13.125
ニシノヒルブライト,10.0,11.0,4,4.0,35.0,11.666666666666666
ニシノヒンメル,11.333333333333334,6.0,4,4.0,35.0,23.333333333333332
ニシノピウモッソ,3.4545454545454546,1.0,12,4.0,35.0,6.363636363636363
ニシノファンフェア,7.666666666666667,13.0,4,4.0,0.0,0.0
ニシノフィアンス,10.333333333333334,10.0,4,4.0,0.0,0.0
ニシノフウジン,8.142857142857142,3.0,8,4.0,0.0,0.0
ニシノフルール,13.25,16.0,5,4.0,0.0,0.0
ニシノフローレス,5.0,3.0,5,4.0,35.0,35.0
ニシノブレイゼスト,6.0625,11.0,17,4.0,35.0,17.5
ニシノプライム,9.333333333333334,14.0,4,4.0,0.0,0.0
ニシノプリモ,13.8,18.0,6,4.0,0.0,0.0
ニシノプレゼント,14.5,15.0,5,4.0,0.0,0.0
ニシノプロテア,11.25,13.0,5,4.0,0.0,0.0
ニシノヘリオトロプ,10.2,15.0,6,4.0,0.0,0.0
ニシノベストワン,10.0,10.0,3,4.0,0.0,0.0
ニシノベニトアイト,9.666666666666666,10.0,4,4.0,0.0,0.0
ニシノマグノリア,7.333333333333333,8.0,4,4.0,35.0,11.666666666666666
ニシノマルガリート,8.5,5.0,3,4.0,35.0,35.0
ニシノマーレ,3.2857142857142856,4.0,8,4.0,35.0,20.0
ニシノミチアキ,7.3,9.0,11,4.0,35.0,28.0
ニシノミニョンヌ,9.333333333333334,12.0,4,4.0,0.0,0.0
ニシノメイホウ,7.6,13.0,6,4.0,35.0,28.0
ニシノメロディ,13.0,13.0,2,4.0,0.0,0.0
ニシノモリミチ,4.4,3.0,6,4.0,35.0,35.0
ニシノヤングキング,8.0,8.0,1,4.0,35.0,35.0
ニシノヤングマン,8.666666666666666,4.0,7,4.0,0.0,0.0
ニシノライオネス,11.0,16.0,4,4.0,0.0,0.0
ニシノライコウ,6.363636363636363,8.0,12,4.0,35.0,6.363636363636363
ニシノラン,8.0,8.0,1,4.0,35.0,35.0
